"term","pval","combined","adjp","genes","n"
"digitoxigenin MCF7 UP",0.252188721207513,2.90831817822233,0.313886267680299,"BCL6;SAT1",2
"alsterpaullone PC3 DOWN",0.252468963058608,2.08639368883528,0.313915075249043,"SOCS2;CEBPB;BCL6;HSPA2;NUDT4",5
"atrazine CTD 00005450",0.253023851377449,1.80889205375638,0.314284966970362,"MFAP4;SFRP1;CEBPB;CDKN1A;CCND1;PCOLCE2;XPO4;LUM;CYBRD1;SAT1;AMOT",11
"rofecoxib CTD 00003631",0.254127790102677,4.78242143322419,0.315015260624739,"C3",1
"0297417-0002B MCF7 DOWN",0.254127790102677,4.78242143322419,0.315015260624739,"HSPA2",1
"N-acetyl-L-aspartic acid PC3 DOWN",0.256339055642632,4.70393718537215,0.317112448773712,"HLA-DPA1",1
"myricetin CTD 00001847",0.256339055642632,4.70393718537215,0.317112448773712,"CDKN1A",1
"1,2,4-BENZENETRIOL CTD 00000682",0.25854387627619,4.62736545125488,0.319052937717117,"HLA-DPA1",1
"Phenethyl isothiocyanate CTD 00002443",0.25854387627619,4.62736545125488,0.319052937717117,"CDKN1A",1
"hydrogen peroxide CTD 00006118",0.258691571121987,1.7903628823146,0.319052937717117,"CEBPB;CDKN1A;BCL6;XPO4;ALOX5AP;EIF4EBP1;FBLN1;MT1X;HSPA2;SAT1",10
"phenol CTD 00007305",0.262934256671901,4.47970808012401,0.323958352569517,"MT1X",1
"alsterpaullone MCF7 DOWN",0.26432071268767,1.90252755509249,0.325338296564158,"SOCS2;CEBPB;BCL6;NAMPT;HSPA2;NUDT4",6
"AG-028671 MCF7 UP",0.265119853222339,4.4085032988683,0.325665332781163,"CDKN1A",1
"beta-carotene CTD 00007253",0.265119853222339,4.4085032988683,0.325665332781163,"ADH1A",1
"medrysone HL60 UP",0.26643286404624,2.68346030740218,0.326621011044637,"CXCL14;FKBP5",2
"pergolide HL60 DOWN",0.26643286404624,2.68346030740218,0.326621011044637,"PCOLCE2;EIF4EBP1",2
"tyrphostin AG-1478 MCF7 UP",0.267299078372806,4.33897247632884,0.327354237405412,"MT1X",1
"Tanshinone I CTD 00001048",0.269471950419104,4.27106203001472,0.328345077777428,"CDKN1A",1
"buflomedil PC3 DOWN",0.269471950419104,4.27106203001472,0.328345077777428,"NPR3",1
"colforsin MCF7 UP",0.269471950419104,4.27106203001472,0.328345077777428,"BCL6",1
"Dasatinib BOSS",0.269471950419104,4.27106203001472,0.328345077777428,"MRC1",1
"kaempferol CTD 00000297",0.269471950419104,4.27106203001472,0.328345077777428,"CDKN1A",1
"strophanthidin HL60 UP",0.269721632277445,2.63484565153641,0.328345077777428,"XPO4;SAT1",2
"clopamide HL60 DOWN",0.270817916634214,2.61889780745782,0.329351271125872,"CEBPB;TIMP1",2
"Chlorpyrifos oxon CTD 00000500",0.271638487567442,4.20472056033205,0.329692438687721,"MGST1",1
"(2E,4E,6E,8E)-3,7-DIMETHYL-9-(2,6,6-TRIMETHYL-3-OXO-1-CYCLOHEXENYL)NONA-2,4,6,8-TETRAENOIC ACID CTD 00000070",0.271638487567442,4.20472056033205,0.329692438687721,"SOCS2",1
"sertraline CTD 00007358",0.27595262975308,4.07654922327391,0.334264048540189,"CD14",1
"clonidine HL60 DOWN",0.27595262975308,4.07654922327391,0.334264048540189,"EIF4EBP1",1
"Pioglitazone CTD 00002515",0.280241649468216,3.95408697093233,0.338787182178903,"CDKN1A",1
"sulforaphane CTD 00000857",0.280241649468216,3.95408697093233,0.338787182178903,"CDKN1A",1
"cicloheximide MCF7 UP",0.28068328931055,2.48089906781616,0.338985456229656,"SOCS2;MT1X",2
"helveticoside MCF7 UP",0.281779142053804,2.46615791679921,0.339637050787457,"BCL6;SAT1",2
"vorinostat PC3 DOWN",0.281779142053804,2.46615791679921,0.339637050787457,"NNMT;PCNT",2
"apigenin CTD 00007429",0.282376783344779,3.89488856256803,0.340021747992086,"CDKN1A",1
"chlorpromazine CTD 00005648",0.284505690502226,3.83699093764338,0.342247732121397,"FKBP5",1
"MG-262 PC3 DOWN",0.287256835000477,2.39414039946945,0.34521712159014,"NNMT;CCND1",2
"LITHOCHOLIC ACID CTD 00006221",0.288744895866504,3.72494423110241,0.346664226010817,"CD14",1
"emetine MCF7 UP",0.290034450429477,2.01926656944313,0.347870396831426,"SOCS2;MT1X;SAT1",3
"diltiazem PC3 DOWN",0.29163658200478,2.33848606798227,0.349448740557248,"IFITM3;MT1X",2
"camptothecin CTD 00005566",0.292959407716043,3.61765356452988,0.350689643942439,"CDKN1A",1
"0175029-0000 MCF7 UP",0.29601359743316,2.28450043775217,0.353998631210468,"CDKN1A;SAT1",2
"luteolin CTD 00007430",0.299235184121625,3.46504598475336,0.357151671370972,"CDKN1A",1
"Deoxycorticosterone acetate BOSS",0.299235184121625,3.46504598475336,0.357151671370972,"BCL6",1
